,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,age
6998,150000,55000,Petrol,Individual,Manual,1.0,14.6,1368 ,88.7,5.0,12
6999,1500000,40000,Petrol,Individual,Automatic,1.0,10.75,2694 ,163.7,8.0,1
7000,130000,70000,Petrol,Individual,Manual,2.0,14.0,796 ,35,5.0,10
7001,185000,80000,Petrol,Individual,Manual,2.0,22.74,796 ,47.3,5.0,8
7002,110000,80000,Petrol,Individual,Manual,2.0,0.0,1086 ,62.1,5.0,11
7003,450000,120000,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,9
7004,500000,20000,Petrol,Individual,Manual,2.0,18.9,1197 ,81.86,5.0,3
7005,570000,31596,Petrol,Dealer,Manual,1.0,17.0,1497 ,121.36,5.0,4
7006,650000,85710,Diesel,Dealer,Manual,1.0,15.1,2179 ,140,7.0,8
7007,1680000,129627,Diesel,Dealer,Manual,1.0,11.5,2982 ,171,7.0,9
7008,250000,10000,Petrol,Individual,Manual,1.0,22.7,799 ,53.64,5.0,3
7009,320000,15000,Petrol,Individual,Manual,1.0,20.36,1197 ,78.9,5.0,7
7010,440000,35000,Petrol,Individual,Automatic,1.0,20.51,998 ,67,5.0,4
7011,315000,49000,Petrol,Individual,Manual,2.0,18.5,1197 ,82.85,5.0,8
7013,202999,158000,Diesel,Individual,Manual,1.0,18.8,1248 ,90,5.0,11
7014,179000,30000,Petrol,Individual,Manual,2.0,21.1,814 ,55.2,5.0,9
7015,140000,60000,Petrol,Individual,Manual,2.0,20.36,1197 ,78.9,5.0,13
7016,150000,40000,Petrol,Individual,Manual,2.0,18.2,1061 ,64,5.0,13
7017,440000,60000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,10
7018,250000,55130,Diesel,Dealer,Manual,2.0,20.0,1399 ,68,5.0,10
7019,330000,22000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,7
7020,250000,48000,Petrol,Individual,Manual,1.0,15.6,1196 ,70,5.0,11
7021,335000,45000,Petrol,Individual,Manual,1.0,18.5,1197 ,82.85,5.0,9
7022,1025000,22522,Diesel,Dealer,Manual,1.0,16.0,2179 ,140,7.0,5
7023,320000,51856,Petrol,Dealer,Manual,3.0,18.5,1197 ,80,5.0,9
7024,550000,29434,Petrol,Individual,Manual,1.0,20.73,1373 ,91.1,5.0,6
7025,800000,25000,Diesel,Individual,Manual,1.0,25.5,1498 ,98.6,5.0,3
7026,380000,28000,Petrol,Individual,Manual,2.0,23.84,1199 ,84,5.0,4
7027,400000,44500,Diesel,Individual,Manual,2.0,20.46,1461 ,83.8,5.0,8
7028,375000,34500,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,5
7029,1100000,20000,Petrol,Individual,Automatic,1.0,18.0,1497 ,117.6,5.0,4
7030,650000,15000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,3
7031,361000,26000,Petrol,Individual,Automatic,1.0,19.34,1198 ,76,5.0,7
7032,140000,20000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,9
7033,550000,3000,Petrol,Individual,Manual,1.0,20.14,1197 ,81.86,5.0,2
7034,670000,20000,Petrol,Individual,Manual,1.0,19.5,1199 ,88.76,5.0,2
7035,880000,25000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,4
7036,950000,35000,Diesel,Individual,Manual,1.0,23.0,1498 ,98.96,5.0,3
7037,300000,60000,Diesel,Individual,Manual,1.0,18.3,1991 ,147.9,5.0,11
7038,1150000,6825,Petrol,Individual,Automatic,1.0,18.0,1497 ,117.6,5.0,4
7039,450000,155000,Diesel,Individual,Automatic,1.0,14.81,1998 ,163.7,5.0,6
7040,375000,50000,CNG,Individual,Manual,1.0,21.94,1196 ,61.7,5.0,3
7041,600000,13500,Petrol,Individual,Manual,1.0,17.5,1373 ,91.1,7.0,5
7042,700000,260000,Diesel,Individual,Manual,1.0,12.8,2494 ,102,8.0,13
7043,600000,65000,Diesel,Individual,Manual,1.0,25.4,1186 ,73.97,5.0,3
7044,630000,95000,Diesel,Individual,Manual,2.0,14.02,2179 ,118.3,8.0,7
7045,590000,40000,Petrol,Individual,Manual,2.0,20.73,1373 ,91.1,5.0,5
7046,420000,30000,Petrol,Individual,Manual,1.0,20.3,1086 ,68,5.0,2
7047,1950000,120000,Diesel,Individual,Manual,1.0,13.5,2477 ,175.56,7.0,5
7048,541000,112011,Diesel,Individual,Manual,1.0,13.93,2179 ,138.1,7.0,8
7049,900000,125000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,6
7050,900000,125000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,6
7051,250000,43000,Diesel,Individual,Manual,1.0,18.8,1248 ,90,5.0,12
7052,670000,53534,Diesel,Individual,Manual,1.0,15.96,2523 ,62.1,7.0,2
7053,530000,20000,Petrol,Individual,Manual,1.0,20.3,1199 ,83.81,5.0,2
7054,150000,70000,Diesel,Individual,Manual,2.0,25.44,936 ,57.6,5.0,9
7055,550000,70000,Diesel,Individual,Manual,3.0,15.1,2179 ,140,7.0,8
7056,650000,150000,Diesel,Individual,Manual,1.0,15.4,1997 ,120,7.0,6
7057,180000,100000,Diesel,Individual,Manual,2.0,19.4,1405 ,70,5.0,9
7058,585000,50000,Diesel,Individual,Manual,1.0,16.55,2498 ,105,7.0,6
7059,345000,120000,Petrol,Individual,Manual,2.0,18.5,1197 ,82.85,5.0,8
7060,350000,110000,Diesel,Individual,Manual,3.0,22.9,1248 ,74,5.0,8
7061,725000,140000,Petrol,Individual,Manual,1.0,15.4,1497 ,117.3,7.0,5
7062,250000,120000,Diesel,Individual,Manual,1.0,15.42,1405 ,70,7.0,9
7063,45000,70000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,19
7064,409999,248119,Diesel,Individual,Manual,4.0,12.8,2494 ,102,8.0,14
7065,325000,16500,Petrol,Individual,Manual,2.0,23.01,999 ,67,5.0,4
7066,350000,9900,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,5
7067,180000,80000,Petrol,Individual,Manual,3.0,19.7,796 ,46.3,5.0,9
7068,150000,100000,Petrol,Individual,Manual,2.0,16.0,1368 ,90,5.0,11
7069,700000,20000,Petrol,Individual,Manual,1.0,23.26,1197 ,88.50,5.0,1
7070,795000,90000,Diesel,Individual,Manual,1.0,28.09,1248 ,88.5,5.0,5
7071,950000,15000,Diesel,Individual,Manual,1.0,16.55,2498 ,105,6.0,2
7072,885000,75000,Diesel,Individual,Automatic,1.0,21.5,1498 ,108.5,5.0,3
7073,160000,140000,Diesel,Individual,Manual,1.0,21.1,1248 ,73.9,5.0,10
7074,300000,120000,Diesel,Individual,Manual,2.0,23.0,1396 ,90,5.0,9
7075,950000,75000,Diesel,Individual,Automatic,1.0,21.5,1498 ,108.5,5.0,3
7076,549000,90000,Diesel,Individual,Manual,1.0,20.77,1248 ,88.76,7.0,6
7077,3000000,20000,Diesel,Individual,Automatic,1.0,20.38,1968 ,143,5.0,3
7078,1200000,61000,Diesel,Individual,Manual,1.0,12.99,2494 ,100.6,7.0,6
7079,570000,100000,Diesel,Individual,Manual,2.0,21.8,1461 ,78,5.0,9
7080,800000,60000,Diesel,Individual,Manual,2.0,16.55,2498 ,105,6.0,4
7081,375000,100000,Diesel,Individual,Manual,1.0,18.1,1493 ,110,5.0,12
7082,300000,170000,Diesel,Individual,Manual,3.0,13.6,2523 ,63,7.0,12
7083,350000,100000,Petrol,Individual,Manual,2.0,16.78,1496 ,88.73,5.0,8
7084,400000,120000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,10
7085,434999,50000,Diesel,Individual,Manual,1.0,20.14,1498 ,88.8,5.0,6
7087,260000,25000,Petrol,Individual,Manual,1.0,22.74,796 ,47.3,5.0,6
7088,450000,24019,Diesel,Individual,Manual,1.0,22.9,1248 ,74,5.0,8
7089,459999,80000,Diesel,Individual,Manual,2.0,22.32,1582 ,126.32,5.0,8
7090,210000,100000,Diesel,Individual,Manual,2.0,21.1,1248 ,73.9,5.0,10
7091,540000,93000,Petrol,Individual,Manual,2.0,20.85,1197 ,83.14,5.0,6
7092,710000,50000,Diesel,Individual,Manual,1.0,24.52,1248 ,88.5,7.0,4
7093,285000,22000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,3
7094,990000,19600,Diesel,Individual,Manual,1.0,22.1,1396 ,88.7,5.0,2
7095,362000,104000,Petrol,Individual,Manual,1.0,15.64,1193 ,64.1,5.0,4
7096,880000,33000,Diesel,Individual,Manual,1.0,23.0,1498 ,98.96,5.0,4
7097,700000,60000,Diesel,Individual,Manual,1.0,18.49,1493 ,100,7.0,4
7098,600000,60000,Diesel,Individual,Manual,1.0,15.96,2523 ,63,9.0,5
7099,700000,40000,Petrol,Individual,Manual,1.0,13.24,1598 ,102.5,5.0,6
7100,400000,60000,Diesel,Individual,Manual,1.0,27.28,1047 ,69,5.0,5
7101,165000,80000,LPG,Individual,Manual,1.0,13.2,1495 ,93.7,5.0,11
7102,350000,376412,Diesel,Individual,Manual,2.0,12.8,2494 ,102,8.0,14
7103,425000,80000,Petrol,Individual,Manual,3.0,16.02,1373 ,93.7,7.0,7
7104,180000,70000,Petrol,Individual,Manual,1.0,17.92,1086 ,62.1,5.0,9
7105,170000,90000,Petrol,Individual,Manual,3.0,20.92,998 ,67.1,5.0,9
7106,370000,183000,Diesel,Individual,Manual,1.0,15.96,2523 ,63,9.0,7
7107,800000,27000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,3
7108,900000,35000,Diesel,Individual,Manual,1.0,23.0,1498 ,98.96,5.0,4
7109,390000,120000,Diesel,Individual,Manual,1.0,22.9,1248 ,74,5.0,8
7110,445000,80000,Diesel,Individual,Manual,2.0,23.4,1248 ,74,5.0,7
7111,459999,70000,Diesel,Individual,Manual,4.0,23.4,1248 ,74,5.0,7
7112,275000,55000,LPG,Individual,Manual,1.0,14.4,998 ,61.7,5.0,8
7113,200000,120000,Diesel,Individual,Manual,2.0,21.1,1248 ,73.9,5.0,12
7114,350000,72000,Petrol,Individual,Manual,2.0,17.5,1197 ,85.8,5.0,9
7115,95000,120000,Diesel,Individual,Manual,2.0,12.0,2092 ,127,7.0,14
7116,550000,250000,Diesel,Individual,Manual,1.0,23.59,1364 ,67.04,5.0,7
7117,900000,100000,Diesel,Individual,Manual,1.0,13.58,2499 ,72.4,9.0,5
7118,350000,120000,Diesel,Individual,Manual,2.0,15.3,2956 ,83.83,7.0,8
7119,325000,50000,Petrol,Individual,Automatic,1.0,19.34,1198 ,76,5.0,6
7120,455999,32000,Petrol,Individual,Manual,1.0,18.9,1197 ,82,5.0,7
7121,129000,60000,Petrol,Individual,Manual,1.0,19.7,796 ,46.3,5.0,13
7122,254000,40000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,4
7123,570000,48000,Diesel,Individual,Manual,1.0,21.7,1498 ,98.96,5.0,7
7124,840000,30000,Diesel,Individual,Manual,1.0,19.87,1461 ,83.14,5.0,3
7125,235000,100000,Diesel,Individual,Manual,2.0,13.93,2179 ,138.1,7.0,11
7126,700000,50000,Diesel,Individual,Manual,1.0,18.49,1493 ,100,7.0,5
7128,528000,5000,Petrol,Individual,Manual,1.0,18.9,1197 ,81.86,5.0,3
7129,1500000,12000,Diesel,Individual,Manual,1.0,17.1,1956 ,170,5.0,4
7130,560000,72000,Diesel,Individual,Manual,1.0,15.96,2523 ,63,9.0,5
7131,600000,70000,Diesel,Individual,Manual,1.0,15.96,2523 ,63,9.0,5
7132,102000,50000,Petrol,Individual,Manual,2.0,15.26,1150 ,74.9,5.0,14
7133,750000,70000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,7
7134,148000,70000,Petrol,Individual,Manual,3.0,14.7,1150 ,76,5.0,11
7135,650000,50000,Petrol,Individual,Manual,1.0,21.4,1197 ,83.1,5.0,6
7136,310000,40000,Petrol,Individual,Manual,1.0,16.47,1198 ,73.9,5.0,9
7137,480000,30000,Petrol,Individual,Manual,1.0,19.1,1197 ,82,5.0,7
7138,320000,15000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,3
7139,750000,40000,Petrol,Individual,Manual,1.0,17.4,1497 ,117.3,5.0,6
7140,370000,40000,Petrol,Individual,Manual,1.0,19.49,1198 ,67.04,5.0,4
7141,320000,60000,Petrol,Individual,Manual,4.0,18.6,1197 ,85.8,5.0,8
7142,420000,67000,Petrol,Individual,Manual,1.0,18.6,1197 ,85.8,5.0,8
7143,240000,60000,Petrol,Individual,Manual,2.0,17.5,1298 ,85.8,5.0,11
7144,220000,60000,Petrol,Individual,Manual,1.0,22.5,999 ,67,5.0,4
7145,350000,30000,Petrol,Individual,Manual,1.0,23.84,1199 ,84,5.0,5
7146,675000,40000,Diesel,Individual,Manual,1.0,25.8,1498 ,98.6,5.0,3
7147,434999,50000,Petrol,Individual,Manual,2.0,18.16,1197 ,78.8,5.0,5
7148,125000,200000,Petrol,Individual,Automatic,3.0,13.1,1997 ,141.1,5.0,15
7149,400000,14000,Petrol,Individual,Manual,2.0,18.15,1198 ,82,6.0,5
7150,425000,70000,Diesel,Individual,Manual,1.0,13.58,2499 ,72.4,9.0,6
7151,311000,94000,Diesel,Individual,Manual,2.0,21.1,1248 ,75,5.0,11
7152,509999,197000,Diesel,Individual,Manual,1.0,13.58,2499 ,72.4,10.0,6
7153,530000,79000,Diesel,Individual,Manual,2.0,25.83,1498 ,99,5.0,6
7154,210000,120000,Diesel,Individual,Manual,2.0,18.7,1896 ,66,5.0,13
7155,977000,30000,Diesel,Individual,Manual,1.0,17.3,1497 ,121,8.0,2
7156,440000,20000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,3
7157,440000,17000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,3
7158,655000,20000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,3
7159,295000,60000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,5
7160,655000,20000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,3
7161,65000,70000,Petrol,Individual,Manual,3.0,15.0,1086 ,66.6,5.0,14
7162,1200000,150000,Diesel,Individual,Manual,1.0,17.6,2179 ,153.86,7.0,4
7163,1251000,35000,Diesel,Individual,Manual,1.0,17.6,2179 ,153.86,7.0,4
7164,200000,60000,Diesel,Individual,Manual,1.0,23.03,1396 ,69,5.0,11
7165,750000,40000,Diesel,Individual,Manual,1.0,21.19,1396 ,88.73,5.0,5
7166,400000,60000,CNG,Individual,Manual,1.0,26.6,998 ,58.16,5.0,3
7167,475000,57000,Petrol,Individual,Manual,1.0,17.8,1198 ,86.7,5.0,4
7168,110000,120000,Diesel,Individual,Manual,2.0,17.8,1405 ,70,5.0,9
7169,350000,30000,Petrol,Individual,Manual,1.0,23.01,999 ,67,5.0,4
7170,450000,175000,Diesel,Individual,Manual,1.0,23.4,1248 ,74,5.0,5
7171,150000,90000,Diesel,Individual,Manual,1.0,17.0,1405 ,70,5.0,11
7172,80000,110000,Diesel,Individual,Manual,2.0,17.2,1396 ,53.5,5.0,12
7173,430000,35000,Petrol,Individual,Manual,2.0,18.6,1197 ,81.83,5.0,6
7174,1450000,81000,Diesel,Individual,Manual,1.0,13.68,2393 ,147.8,7.0,4
7175,360000,100000,Diesel,Individual,Manual,1.0,18.3,1991 ,147.9,5.0,10
7176,1445000,60000,Diesel,Individual,Automatic,1.0,17.6,2179 ,153.86,7.0,4
7177,670000,60000,Diesel,Individual,Manual,1.0,26.0,1498 ,98.6,5.0,5
7178,2000000,70000,Petrol,Individual,Automatic,1.0,13.7,1991 ,183,5.0,5
7180,440000,50000,Diesel,Individual,Manual,1.0,25.8,1498 ,98.6,5.0,6
7181,254999,90000,Diesel,Individual,Manual,1.0,23.0,1396 ,90,5.0,9
7182,530000,65000,Petrol,Individual,Manual,1.0,19.02,1198 ,67.05,7.0,3
7183,890000,40000,Diesel,Individual,Manual,2.0,16.0,1997 ,140,7.0,5
7184,280000,80000,Diesel,Individual,Manual,2.0,22.07,1199 ,73.9,5.0,8
7185,725000,35000,Petrol,Individual,Automatic,1.0,21.21,1197 ,81.80,5.0,4
7186,700000,30000,Diesel,Individual,Manual,1.0,18.49,1493 ,100,7.0,5
7187,90000,70000,Petrol,Individual,Manual,1.0,18.2,998 ,67.1,5.0,14
7188,287000,100000,Petrol,Individual,Manual,2.0,19.81,1086 ,68.05,5.0,6
7189,1380000,55000,Petrol,Individual,Automatic,1.0,14.8,1591 ,121.3,5.0,3
7190,750000,80000,Diesel,Individual,Manual,2.0,12.99,2494 ,100.6,7.0,8
7191,650000,40000,Petrol,Individual,Manual,1.0,17.43,1396 ,105.5,5.0,5
7192,240000,108916,Petrol,Individual,Manual,2.0,20.51,998 ,67.04,5.0,8
7193,290000,40000,Petrol,Individual,Manual,2.0,21.1,814 ,55.2,5.0,8
7194,229999,80000,Petrol,Individual,Manual,1.0,21.1,814 ,55.2,5.0,7
7195,1000000,50000,Diesel,Individual,Manual,2.0,26.0,1498 ,98.6,5.0,5
7196,200000,90000,Petrol,Individual,Manual,2.0,17.92,1086 ,62.1,5.0,9
7197,90000,70000,Petrol,Individual,Manual,4.0,19.7,796 ,46.3,5.0,17
7198,330000,90000,Diesel,Individual,Manual,1.0,23.0,1396 ,90,5.0,9
7199,200000,70000,Diesel,Individual,Manual,1.0,21.1,1248 ,73.9,5.0,12
7200,420000,31000,Diesel,Individual,Manual,1.0,25.32,1198 ,77,6.0,3
7201,260000,120000,Diesel,Individual,Manual,2.0,19.3,1248 ,73.9,5.0,12
7202,590000,40000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,5
7203,545000,180000,Diesel,Individual,Manual,1.0,25.2,1248 ,74,5.0,6
7204,210000,90000,Petrol,Individual,Manual,2.0,18.9,998 ,67.1,5.0,10
7205,185000,110000,Petrol,Individual,Manual,2.0,17.7,1497 ,78,5.0,13
7206,125000,59000,Petrol,Individual,Manual,2.0,18.9,998 ,67.1,5.0,15
7207,280000,60000,Petrol,Individual,Manual,2.0,21.1,814 ,55.2,5.0,7
7209,98000,70000,Petrol,Individual,Manual,2.0,18.9,998 ,67.1,5.0,16
7210,100000,190000,Diesel,Individual,Manual,1.0,17.0,1405 ,71,5.0,12
7211,250000,180000,Diesel,Individual,Manual,1.0,20.8,1461 ,64.1,5.0,8
7212,750000,150000,Diesel,Individual,Manual,2.0,11.5,2982 ,171,7.0,11
7213,160000,130000,Diesel,Individual,Manual,2.0,16.52,1991 ,123.7,5.0,14
7214,509999,120000,Diesel,Individual,Automatic,2.0,22.32,1582 ,126.3,5.0,8
7215,95000,80000,Diesel,Individual,Manual,2.0,17.88,1396 ,52.8,5.0,12
7216,525000,80000,Diesel,Individual,Manual,2.0,22.32,1582 ,126.32,5.0,7
7217,278000,20000,Petrol,Individual,Manual,1.0,22.5,999 ,67,5.0,4
7218,50000,60000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,24
7219,254999,120000,Diesel,Individual,Manual,3.0,22.07,1199 ,73.9,5.0,10
7220,675000,10000,Petrol,Individual,Manual,1.0,21.21,1197 ,81.80,5.0,2
7221,600000,147000,Diesel,Individual,Manual,2.0,26.59,1248 ,74,5.0,5
7222,950000,51000,Diesel,Individual,Manual,1.0,25.1,1248 ,88.5,5.0,3
7223,229999,60000,Petrol,Individual,Manual,3.0,17.7,1497 ,78,5.0,14
7224,600000,220000,Diesel,Individual,Manual,1.0,12.8,2494 ,102,8.0,12
7225,330000,20000,Petrol,Individual,Manual,1.0,24.7,796 ,47.3,5.0,4
7226,350000,40000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,4
7227,560000,35000,Petrol,Individual,Manual,1.0,16.2,1199 ,74,5.0,5
7228,440000,30000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,4
7229,220000,90000,Petrol,Individual,Manual,2.0,19.0,998 ,66.1,5.0,10
7230,750000,110000,Diesel,Individual,Manual,2.0,28.4,1248 ,74.02,5.0,4
7231,800000,140000,Diesel,Individual,Manual,1.0,15.1,2179 ,140,7.0,6
7232,59259,104000,Diesel,Individual,Manual,2.0,17.2,1396 ,53.5,5.0,14
7233,740000,9000,Petrol,Individual,Automatic,1.0,21.4,1197 ,83.1,5.0,3
7234,570000,19000,Petrol,Individual,Automatic,2.0,20.89,1197 ,81.80,5.0,2
7235,430000,20000,Petrol,Individual,Automatic,1.0,20.51,998 ,67,5.0,4
7236,800000,70000,Diesel,Individual,Manual,1.0,24.3,1248 ,88.5,5.0,5
7237,450000,53000,Diesel,Individual,Manual,1.0,24.0,1120 ,70,5.0,6
7238,420000,105000,Diesel,Individual,Manual,2.0,23.4,1248 ,74,5.0,8
7239,750000,16000,Diesel,Individual,Manual,1.0,18.06,2523 ,63,7.0,6
7240,780000,7200,Petrol,Individual,Manual,1.0,21.1,998 ,100.5,5.0,2
7241,320000,77000,Diesel,Individual,Manual,2.0,22.07,1199 ,73.9,5.0,10
7242,690000,40000,Diesel,Individual,Manual,1.0,25.32,1198 ,77,6.0,4
7243,375000,70000,Diesel,Individual,Manual,2.0,19.3,1248 ,73.9,5.0,9
7244,620000,50000,Petrol,Individual,Manual,1.0,18.12,1196 ,86.8,5.0,4
7245,300000,85000,LPG,Individual,Manual,1.0,13.45,1086 ,62.1,5.0,6
7246,370000,58000,Petrol,Individual,Manual,2.0,15.37,1196 ,73,7.0,5
7247,770000,85000,Diesel,Individual,Manual,1.0,16.55,2498 ,105,7.0,8
7248,500000,65000,Petrol,Individual,Manual,1.0,19.1,1197 ,81.86,5.0,7
7249,450000,120000,Diesel,Individual,Manual,1.0,25.32,1198 ,77,6.0,4
7250,195000,50000,Petrol,Individual,Manual,2.0,17.92,1086 ,62.1,5.0,8
7251,472000,30000,Petrol,Individual,Automatic,1.0,20.51,998 ,67,5.0,3
7252,250000,58000,Petrol,Individual,Manual,2.0,23.95,998 ,67.05,5.0,7
7253,165000,70000,Diesel,Individual,Manual,2.0,25.44,936 ,57.6,5.0,10
7254,525000,110000,Diesel,Individual,Manual,2.0,20.65,1248 ,88.7,5.0,3
7255,145000,65000,Petrol,Individual,Manual,3.0,18.9,998 ,67.1,5.0,18
7256,325000,100000,Diesel,Individual,Manual,1.0,22.3,1248 ,88.8,5.0,8
7257,660000,60000,Diesel,Individual,Manual,2.0,16.5,1493 ,70,7.0,4
7258,310000,90000,Diesel,Individual,Manual,2.0,19.68,1399 ,67,5.0,7
7259,250000,200000,Diesel,Individual,Manual,1.0,13.6,2523 ,63,7.0,13
7260,330000,100000,Diesel,Individual,Manual,2.0,19.68,1399 ,67,5.0,7
7261,250000,80000,Diesel,Individual,Manual,2.0,20.0,1399 ,68,5.0,9
7262,650000,60000,Diesel,Individual,Automatic,1.0,17.45,1493 ,100,7.0,4
7263,305000,40000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,5
7264,600000,50000,Diesel,Individual,Manual,1.0,26.21,1248 ,88.5,5.0,6
7265,280000,110000,Petrol,Individual,Manual,1.0,20.51,998 ,67.04,5.0,6
7266,153000,50000,Diesel,Individual,Manual,2.0,23.57,1396 ,70,5.0,10
7267,700000,30000,Diesel,Individual,Manual,1.0,18.49,1493 ,100,7.0,3
7268,325000,40000,Petrol,Individual,Manual,1.0,25.17,799 ,53.3,5.0,4
7269,305000,40000,Petrol,Individual,Manual,1.0,23.95,998 ,67.05,5.0,5
7270,155000,70000,Petrol,Individual,Manual,2.0,16.1,796 ,37,4.0,15
7271,235000,80000,Petrol,Individual,Manual,3.0,20.92,998 ,67.1,5.0,9
7273,500000,15000,Petrol,Individual,Manual,1.0,20.4,1197 ,81.80,5.0,5
7274,120000,150000,Diesel,Individual,Manual,2.0,13.6,2523 ,63,7.0,17
7276,675000,88000,Diesel,Dealer,Automatic,1.0,21.66,1498 ,103.52,5.0,5
7277,950000,80000,Diesel,Dealer,Manual,1.0,12.99,2494 ,100.6,7.0,7
7278,1051000,59865,Diesel,Dealer,Manual,1.0,15.1,2179 ,152.87,7.0,3
7279,591000,60000,Diesel,Dealer,Manual,1.0,21.49,1498 ,108.5,5.0,5
7280,585000,72000,Diesel,Dealer,Manual,1.0,22.54,1396 ,88.73,5.0,6
7281,1025000,68140,Petrol,Dealer,Automatic,1.0,18.0,1497 ,117.6,5.0,4
7282,450000,53190,Diesel,Dealer,Manual,1.0,28.4,1248 ,74,5.0,7
7283,484999,70100,Diesel,Dealer,Manual,1.0,22.54,1396 ,88.73,5.0,7
7284,650000,47725,Diesel,Dealer,Manual,1.0,27.3,1498 ,98.6,5.0,3
7285,434999,70195,Diesel,Dealer,Manual,2.0,28.4,1248 ,74.02,5.0,7
7286,195000,77395,Diesel,Dealer,Manual,2.0,20.0,1399 ,68,5.0,10
7287,1000000,17000,Diesel,Dealer,Manual,1.0,17.3,1497 ,121,8.0,2
7288,650000,64000,Diesel,Dealer,Automatic,1.0,14.62,1498 ,113.42,5.0,8
7289,190000,74321,Diesel,Dealer,Manual,1.0,25.44,936 ,56.3,5.0,7
7290,409999,80235,Diesel,Dealer,Manual,2.0,28.4,1248 ,74.02,5.0,8
7291,1050000,77150,Diesel,Dealer,Automatic,1.0,17.01,1582 ,126.2,5.0,5
7292,651000,69000,Diesel,Dealer,Automatic,1.0,22.15,1498 ,108.6,5.0,6
7293,650000,57000,Diesel,Dealer,Manual,1.0,23.65,1248 ,88.5,5.0,6
7294,750000,89000,Diesel,Dealer,Manual,1.0,21.14,1498 ,103.6,5.0,4
7295,799000,61100,Diesel,Dealer,Automatic,1.0,14.3,1968 ,140,5.0,9
7296,355000,116000,Diesel,Individual,Manual,1.0,18.7,1896 ,66,5.0,11
7297,600000,80000,Diesel,Individual,Manual,1.0,23.9,1582 ,126.32,5.0,6
7298,685000,26000,Diesel,Individual,Manual,1.0,28.4,1248 ,74,5.0,3
7299,509999,100000,Diesel,Individual,Manual,1.0,28.4,1248 ,74,5.0,3
7300,150000,82300,CNG,Individual,Manual,2.0,26.83,796 ,38.4,5.0,9
7301,650000,82050,Diesel,Individual,Manual,1.0,19.3,1248 ,73.9,5.0,4
7303,675000,120000,Diesel,Individual,Manual,2.0,15.1,2179 ,140,7.0,9
7304,319000,30000,Petrol,Individual,Automatic,1.0,24.04,999 ,67,5.0,3
7305,640000,6000,Petrol,Individual,Manual,1.0,19.5,1199 ,88.76,5.0,2
7306,650000,30000,Petrol,Individual,Manual,1.0,18.6,1197 ,81.83,5.0,4
7307,650000,70000,Diesel,Individual,Manual,1.0,20.77,1248 ,88.76,7.0,6
7308,155000,70000,CNG,Individual,Manual,2.0,26.83,796 ,38.4,5.0,11
7309,650000,70000,Diesel,Individual,Manual,1.0,20.77,1248 ,88.76,7.0,6
7310,175000,120000,Diesel,Individual,Manual,1.0,17.8,1248 ,75,5.0,13
7311,375000,76000,Diesel,Individual,Manual,3.0,24.0,1120 ,70,5.0,7
7312,430000,80000,Diesel,Individual,Manual,2.0,24.0,1120 ,70,5.0,7
7313,65000,110000,Diesel,Individual,Manual,2.0,17.2,1396 ,53.5,5.0,13
7314,150000,70000,Petrol,Individual,Manual,3.0,13.2,1495 ,94,5.0,12
7315,620000,13000,Petrol,Individual,Manual,1.0,17.19,1197 ,81.86,5.0,2
7316,250000,60000,Petrol,Individual,Manual,2.0,14.09,1596 ,99.6,5.0,8
7317,275000,165000,Diesel,Individual,Manual,1.0,21.1,1248 ,73.9,5.0,10
7318,454000,120000,Diesel,Individual,Manual,2.0,13.58,2499 ,72.4,10.0,8
7319,600000,30000,Diesel,Individual,Manual,2.0,18.49,1493 ,100,7.0,4
7320,400000,100000,Diesel,Individual,Manual,2.0,20.54,1598 ,103.6,5.0,10
